"","name","pop","lat","lon"
"1084","Des Moines ",30091,41.5910641,-93.6037149
"1085","North Ridgeville ",30080,41.3894905,-82.0190321
"1086","Sun Prairie ",30058,43.1834579,-89.2134359
"1087","Cooper City ",30057,26.04707855,-80.27390797
"1088","Banning ",30048,33.9255685,-116.875289
"1089","West Lafayette ",30037,40.4258686,-86.9080655
"1090","Goleta ",30020,34.4358295,-119.8276389
"1091","Sherwood ",29992,34.8150907,-92.2243153
"1092","Pullman ",29950,46.7304268,-117.173895
"1093","Rochester ",29915,43.1854754,-77.61068605
"1094","Niles village",29904,42.8375683,-76.413546
"1095","Los Gatos ",29874,37.226611,-121.9746797
"1096","LaGrange ",29863,41.6372578,-85.4216948
"1097","Madison Heights ",29862,42.4858692,-83.1052028
"1098","Santa Paula ",29848,34.3541659,-119.0592705
"1099","Morgan ",29844,39.7062265,-90.190335
"1100","Aiken ",29827,33.5598586,-81.721952
"1101","Highland Park ",29764,42.1816919,-87.8003438
"1102","Marion ",29748,37.7306054,-88.9331256
"1103","North Chicago ",29745,42.325578,-87.8411818
"1104","Granite City ",29732,38.7014389,-90.1487199
"1105","Port Huron ",29656,42.9815877,-82.440466
"1106","George ",29656,30.857421,-88.6537118
"1107","Cleburne ",29639,32.3574105,-97.40846276
"1108","Hilliard ",29607,40.033814,-83.1596108
"1109","East Chicago ",29529,41.6397857,-87.4548466
"1110","Ray ",29514,39.3661726,-93.9888262
"1111","Liberty ",29512,31.8031632,-81.483441
"1112","Los Altos ",29482,37.3790629,-122.116578
"1113","Oak Park ",29477,41.8850317,-87.7845025
"1114","Williamsport ",29448,41.2493292,-77.0027671
"1115","Statesboro ",29391,32.4487877,-81.7831674
"1116","O'Fallon ",29334,38.5922715,-89.9112124
"1117","Oak Ridge ",29314,36.0103562,-84.2696449
"1118","Burlingame ",29302,37.5841026,-122.3660825
"1119","Elmira ",29213,42.0897965,-76.8077338
"1120","Schererville ",29180,41.4789246,-87.4547605
"1121","Cedar City ",29179,37.6774769,-113.0618931
"1122","Elizabeth ",29164,40.6639916,-74.2107006
"1123","Morris ",29143,38.6908906,-96.6707526
"1124","Burbank ",29036,34.1816482,-118.3258554
"1125","Farmers Branch ",28978,32.9265137,-96.8961151
"1126","Lawrenceville ",28946,33.9562149,-83.9879625
"1127","Henderson ",28846,40.8156124,-90.9104547
"1128","Lake in the Hills village",28846,42.1817047,-88.3318349
"1129","Newburgh ",28835,41.5034271,-74.0104179
"1130","Jacksonville ",28808,30.3321838,-81.655651
"1131","Helena ",28725,46.5927122,-112.036109
"1132","Millville ",28689,39.4020593,-75.0393368
"1133","Midvale ",28664,40.6110589,-111.8999353
"1134","Lake Stevens ",28656,48.0197794,-122.0660914
"1135","Garfield Heights ",28600,41.4169974,-81.6059581
"1136","East Palo Alto ",28594,37.4688273,-122.1410751
"1137","Atascadero ",28591,35.4894169,-120.6707255
"1138","Agawam Town ",28585,42.700963,-74.0404119
"1139","Sanford ",28545,35.4798757,-79.1802994
"1140","West Springfield Town ",28540,42.1070383,-72.6203675
"1141","Atwater ",28529,37.3477174,-120.609084
"1142","Russellville ",28515,35.2784173,-93.1337856
"1143","Lansing village",28458,43.7452402,-92.9701918
"1144","Plainfield ",28407,41.623191,-88.22843248
"1145","Winter Park ",28394,28.6000625,-81.34274374
"1146","Suisun City ",28351,38.245232,-121.9717533
"1147","Post Falls ",28322,47.715147,-116.9480651
"1148","Kingman ",28317,37.5420937,-98.122172
"1149","Wheeling ",28297,42.125144,-87.92930515
"1150","Princeton",28206,40.3492744,-74.6592958
"1151","Shaker Heights ",28187,41.4739419,-81.5370671
"1152","Nicholasville ",28117,37.8806341,-84.5729961
"1153","Kaysville ",28098,41.0349847,-111.9383931
"1154","Oak Forest ",28070,41.6028116,-87.7439384
"1155","Leander ",28059,30.5781315,-97.84259075
"1156","Round Lake Beach village",28050,42.3850853,-88.06549032
"1157","Allen Park ",28021,42.2575385,-83.2110375
"1158","Crown Point ",28003,41.4169806,-87.3653136
"1159","Matthews ",27967,35.1168131,-80.7236804
"1160","Mason City ",27952,43.1535728,-93.2010367
"1161","Ridgecrest ",27940,35.6225064,-117.6699414
"1162","Monterey ",27846,36.583431,-121.8540929
"1163","Dodge City ",27804,37.7527982,-100.0170787
"1164","Marshall ",27750,35.9089643,-92.6312746
"1165","Alton ",27676,38.8906038,-90.1842764
"1166","Rahway ",27659,40.6081591,-74.2776468
"1167","Little Elm ",27654,33.1626194,-96.9375051
"1168","Myrtle Beach ",27651,33.6956461,-78.8900409
"1169","New London ",27629,41.3556539,-72.0995209
"1170","Maryville ",27602,40.3461017,-94.8724707
"1171","Auburn ",27584,32.5978265,-85.56335486
"1172","Maywood ",27580,33.9866807,-118.185349
"1173","Oakdale ",27575,44.9630216,-92.9649361
"1174","Winona ",27551,44.049963,-91.6393152
"1175","Glen Ellyn village",27528,41.8507997,-88.07807394
"1176","Kirkwood ",27525,38.5776995,-90.41865474
"1177","Garden City ",27508,37.9716898,-100.8726618
"1178","Kankakee ",27489,41.1200325,-87.8611531
"1179","Desert Hot Springs ",27468,33.961124,-116.5016784
"1180","Opelika ",27451,32.652151,-85.45598514
"1181","Maryland Heights ",27438,38.7131073,-90.4298401
"1182","Savage ",27364,44.7779041,-93.3356204
"1183","West Chicago ",27362,41.8847507,-88.2039607
"1184","Bessemer ",27360,33.3339595,-86.95006956
"1185","Frankfort ",27352,38.2009055,-84.8732836
"1186","SeaTac ",27350,47.44259955,-122.2930652
"1187","Englewood ",27344,40.8928771,-73.9726381
"1188","Duluth ",27326,46.7729322,-92.1251218
"1189","Fridley ",27311,45.0838291,-93.2590388
"1190","Plum borough",27292,40.5003457,-79.7494911
"1191","Slidell ",27284,30.2751945,-89.7811745
"1192","Big Spring ",27282,32.250398,-101.4787356
"1193","Harker Heights ",27263,31.0835102,-97.6597377
"1194","Norco ",27250,33.9323307,-117.5508901
"1195","Melrose ",27240,42.4564323,-71.064182
"1196","Queen Creek ",27210,33.222657,-111.6206973
"1197","Benicia ",27192,38.049365,-122.1585777
"1198","Enterprise ",27162,31.3151708,-85.8552161
"1199","DeLand ",27161,29.0195145,-81.29414163
"1200","Eureka ",27155,40.8020712,-124.1636729
"1201","Southlake ",27140,33.0074185,-97.16742841
"1202","Glen Cove ",27109,40.8623217,-73.6337389
"1203","Eagle Pass ",27101,28.709856,-100.4794168
"1204","Lake Jackson ",27097,29.0338575,-95.4343859
"1205","Superior ",27063,46.7207737,-92.1040796
"1206","Bergenfield borough",27060,40.9275987,-73.9973608
"1207","American Fork ",26993,40.3768954,-111.7957645
"1208","Windsor ",26930,42.3032758,-83.0285111
"1209","Garden City ",26921,37.9716898,-100.8726618
"1210","Clinton ",26891,38.5896187,-89.420064
"1211","McHenry ",26875,42.3294391,-88.4605713
"1212","Thomasville ",26873,35.8826369,-80.0819879
"1213","Easton ",26850,40.6916081,-75.2099866
"1214","Jefferson ",26786,38.3010487,-88.9344303
"1215","Winchester ",26756,39.1857762,-78.1631434
"1216","Stevens Point ",26735,44.5229223,-89.574111
"1217","Holladay ",26732,40.6688363,-111.8246557
"1218","Stockbridge ",26731,42.2875874,-73.3203862
"1219","East St. Louis ",26708,38.6244952,-90.1509429
"1220","Fremont ",26687,37.5482697,-121.9885719
"1221","Saratoga Springs ",26660,43.0831301,-73.7845651
"1222","Paragould ",26655,36.0584021,-90.4973286
"1223","Imperial Beach ",26651,32.5839444,-117.1130849
"1224","Anderson ",26627,38.198077,-95.3067461
"1225","Redmond ",26617,47.6694141,-122.1238767
"1226","West Fargo ",26588,46.8749671,-96.900362
"1227","Paramus borough",26525,40.9445428,-74.0754189
"1228","Fountain ",26521,38.725168,-104.645359
"1229","Barberton ",26421,41.012833,-81.6051221
"1230","Casselberry ",26399,28.654276,-81.32379065
"1231","Tualatin ",26394,45.3838546,-122.7663518
"1232","Carbondale ",26389,37.7274692,-89.216655
"1233","Garner ",26355,35.7112642,-78.6141709
"1234","Batavia ",26329,41.8500284,-88.3125738
"1235","Horn Lake ",26325,34.9480415,-90.05203772
"1236","Wooster ",26318,40.8050565,-81.935143
"1237","Carlsbad ",26295,33.1580933,-117.3505939
"1238","Kingsville ",26259,27.5158689,-97.856109
"1239","Mount Pleasant ",26128,32.7940651,-79.8625851
"1240","Paradise ",26090,39.7596061,-121.6219177
"1241","Greer ",26074,34.9326334,-99.5435856
"1242","Rexburg ",26068,43.8235163,-111.7870222
"1243","West Memphis ",25999,35.1464797,-90.1845388
"1244","Xenia ",25970,39.6847822,-83.9296526
"1245","Pearl ",25965,32.311161,-90.0589319
"1246","Seguin ",25883,29.5688411,-97.9647269
"1247","Wasco ",25863,35.5941238,-119.3409457
"1248","Weatherford ",25838,32.764654,-97.68189586
"1249","Sahuarita ",25825,31.9575818,-110.955646
"1250","Greenville ",25797,34.851354,-82.3984882
"1251","South Pasadena ",25787,34.1133062,-118.1478291
"1252","Holly Springs ",25777,35.6512655,-78.8336218
"1253","Sandusky ",25737,41.4489397,-82.7079605
"1254","Clinton ",25693,38.5896187,-89.420064
"1255","Hazelwood ",25671,38.7714396,-90.3709489
"1256","Lemon Grove ",25643,32.7425516,-117.0314172
"1257","Fredericksburg ",25641,38.3031837,-77.4605399
"1258","Wyandotte ",25631,39.1090458,-94.767624
"1259","Cornelius ",25599,35.4868032,-80.8600736
"1260","Neenah ",25581,44.1858193,-88.462609
"1261","Owatonna ",25563,44.0839937,-93.2261076
"1262","Fitchburg ",25546,42.5834228,-71.8022956
"1263","Belvidere ",25546,42.2583112,-88.8416157
"1264","Zanesville ",25507,39.9403453,-82.0131924
"1265","Burlington ",25494,44.4723989,-73.2114941
"1266","Melrose Park village",25480,45.4542879,-98.5121572
"1267","Laurel ",25474,39.0992752,-76.8483061
"1268","Freeport ",25432,42.2966861,-89.6212271
"1269","Shoreview ",25412,45.0722056,-93.1282878
"1270","West Linn ",25411,45.3656761,-122.6123141
"1271","Twentynine Palms ",25405,34.1356915,-116.0543506
"1272","Asheboro ",25389,35.7079146,-79.8136446
"1273","Collinsville ",25350,38.6703267,-89.9845476
"1274","Harvey ",25336,38.0352315,-97.4486267
"1275","Troy ",25323,42.6055893,-83.1499304
"1276","Brawley ",25284,32.9786566,-115.530267
"1277","Hazleton ",25266,40.9646867,-75.9852789
"1278","Rockledge ",25252,40.0812219,-75.0896176
"1279","Bridgeton ",25225,39.427337,-75.2340768
"1280","Independence ",25222,37.2242358,-95.7083131
"1281","Riverside ",25176,33.9533546,-117.3961623
"1282","Inkster ",25173,42.2942045,-83.3099303
"1283","Temple Terrace ",25172,28.0352964,-82.3892596
"1284","Ridgewood village",25167,32.586246,-85.5235613
"1285","Paducah ",25125,37.0833893,-88.6000478
"1286","Homewood ",25071,33.4717732,-86.8008228
"1287","South Portland ",25043,43.6414716,-70.2408811
"1288","Lockport ",25015,43.1706125,-78.6903133
"1289","Fort Dodge ",25005,42.4974694,-94.1680158
"1290","Ponca City ",24972,36.7267431,-97.0667341
"1291","Parkland ",24952,26.3100794,-80.23727
"1292","Elmwood Park village",24940,42.2628864,-71.0350094
"1293","Woodstock ",24938,42.0409247,-74.1181971
"1294","Key West ",24897,38.0573603,-78.4408438
"1295","Emporia ",24897,38.4040054,-96.181623
"1296","Ottumwa ",24873,41.0200145,-92.4112963
"1297","Syracuse ",24860,43.0481221,-76.1474244
"1298","Salem ",24854,44.9391565,-123.033121
"1299","Lafayette ",24831,30.2240897,-92.0198427
"1300","Statesville ",24808,35.7826363,-80.8872959
"1301","Austin ",24800,30.2711286,-97.7436995
"1302","Alvin ",24749,29.4238472,-95.2441009
"1303","Reedley ",24709,36.5969275,-119.45027
"1304","Ardmore ",24706,40.004128,-75.28830051
"1305","Caledonia village",24685,33.6828918,-88.3244812
"1306","Marshall ",24653,35.9089643,-92.6312746
"1307","Madison ",24593,43.074761,-89.3837613
"1308","North Platte ",24575,41.1238873,-100.7654232
"1309","Woodstock ",24556,42.0409247,-74.1181971
"1310","Grandview ",24542,46.2509653,-119.9017049
"1311","Lemoore ",24523,36.3007835,-119.7829107
"1312","Sanger ",24506,36.708006,-119.5559652
"1313","New Lenox village",24495,41.4834231,-87.9570705
"1314","Carrollton ",24461,33.5801103,-85.0766113
"1315","Balch Springs ",24402,32.7287413,-96.6227714
"1316","Trotwood ",24381,39.7972788,-84.3113334
"1317","Hercules ",24368,38.0171441,-122.2885808
"1318","Seal Beach ",24363,33.741176,-118.1046356
"1319","Lafayette ",24320,30.2240897,-92.0198427
"1320","Zion ",24317,42.4461322,-87.8328505
"1321","Homer Glen village",24307,41.6292066,-87.9243315
"1322","Cabot ",24285,34.979881,-92.01919814
"1323","Athens ",24274,33.9595974,-83.376678
"1324","Muskego ",24263,42.905848,-88.1389779
"1325","Edwardsville ",24249,38.8114364,-89.953157
"1326","Starkville ",24184,33.45936245,-88.82985418
"1327","Rolling Meadows ",24178,42.0841936,-88.0131275
"1328","Ridgeland ",24150,32.4284761,-90.1323087
"1329","Galt ",24120,38.3012325,-121.3310371
"1330","White Bear Lake ",24114,45.0838098,-93.0069304
"1331","Woodburn ",24077,45.143731,-122.8553725
"1332","De Pere ",24062,44.4487476,-88.0601086
"1333","Staunton ",24058,38.14935,-79.0716456
"1334","Corsicana ",24025,32.091299,-96.4646821
"1335","Corcoran ",24021,36.1126365,-119.5464404
"1336","South Salt Lake ",24010,40.7075209,-111.8880295
"1337","Centerville ",23976,31.2579584,-95.978292
"1338","Chaska ",23974,44.7894072,-93.6021791
"1339","Junction City ",23968,39.0286093,-96.8313978
"1340","Cudahy ",23964,42.959738,-87.861471
"1341","Loves Park ",23903,42.3200189,-89.0581621
"1342","Herndon ",23889,38.9695316,-77.3859479
"1343","El Cerrito ",23866,33.8410146,-117.5207977
"1344","Ramsey ",23864,45.0165728,-93.0949501
"1345","Norton Shores ",23836,43.1689044,-86.2639461
"1346","Romulus ",23823,42.2222614,-83.3965995
"1347","Franklin ",23817,37.9765409,-88.9335327
"1348","Calabasas ",23809,34.1446643,-118.6440973
"1349","Muscatine ",23800,41.424473,-91.0432051
"1350","Watauga ",23792,36.2228105,-81.6863808
"1351","Cliffside Park borough",23790,40.8214894,-73.9876388
"1352","Blue Island ",23789,41.65530805,-87.67759047
"1353","Peekskill ",23758,41.289811,-73.9204922
"1354","Northport ",23747,40.9038855,-73.34199127
"1355","Walker ",23740,34.7418605,-85.3209686
"1356","Zionsville ",23701,39.9508733,-86.261937
"1357","Coronado ",23637,32.6858854,-117.1830891
"1358","Vicksburg ",23566,32.3528418,-90.8777342
"1359","Columbus ",23554,39.9622601,-83.0007065
"1360","Tarpon Springs ",23544,28.1477885,-82.77740857
"1361","Griffin ",23538,33.2467807,-84.2640904
"1362","Loma Linda ",23534,34.0537971,-117.2610925
"1363","Mauldin ",23520,34.77873,-82.310119
"1364","South Plainfield borough",23519,40.5792701,-74.4115401
"1365","Chanhassen ",23504,44.8618403,-93.5307207
"1366","Champlin ",23478,45.1888539,-93.3974538
"1367","East Peoria ",23466,40.666149,-89.5800978
"1368","Duncan ",23460,48.7786869,-123.7080394
"1369","Selma ",23454,32.4073589,-87.0211007
"1370","Faribault ",23435,44.2949637,-93.268827
"1371","Maple Valley ",23432,47.3664231,-122.0437127
"1372","Machesney Park village",23426,42.3477961,-89.0570515
"1373","University Park ",23421,40.8005307,-77.8624447
"1374","Keene ",23416,42.933597,-72.2784264
"1375","Mint Hill ",23395,35.1795892,-80.6472904
"1376","Greenbelt ",23362,39.0045544,-76.8755282
"1377","Rock Springs ",23358,41.5869225,-109.2047867
"1378","Herriman ",23355,40.5140894,-112.0328198
"1379","Colleyville ",23344,32.8809603,-97.155012
"1380","Greenwood ",23339,37.8709542,-96.2471338
"1381","Mercer Island ",23334,47.5766324,-122.2276378
"1382","Prior Lake ",23331,44.7133271,-93.4226873
"1383","Kernersville ",23308,36.1198589,-80.0736533
"1384","Elk River ",23258,45.3038538,-93.5671825
"1385","Searcy ",23249,35.2506406,-91.7362488
"1386","Mequon ",23241,43.2219088,-87.9822969
"1387","Belton ",23198,31.0560132,-97.464453
"1388","Bainbridge Island ",23197,47.65526,-122.5350862
"1389","Riverbank ",23146,37.7360396,-120.9354895
"1390","Radcliff ",23029,37.8403456,-85.9491298
"1391","Laguna Beach ",23019,33.5420888,-117.7834147
"1392","New Castle ",23001,41.0036719,-80.3470091
"1393","Auburn ",22955,32.5978265,-85.56335486
"1394","Maple Heights ",22952,41.4153313,-81.565956
"1395","Webster Groves ",22947,38.586494,-90.35577503
"1396","Barstow ",22946,34.8957684,-117.0172077
"1397","Anniston ",22908,33.695381,-85.83984218
"1398","Van Buren ",22855,35.6793776,-85.4450289
"1399","Athens ",22812,33.9595974,-83.376678
"1400","Fairfax ",22792,38.8462236,-77.3063733
"1401","Avon Lake ",22781,41.5053178,-82.0282001
"1402","Fountain Hills ",22741,33.6117105,-111.7173613
"1403","New Smyrna Beach ",22676,29.0258191,-80.9269984
"1404","Dinuba ",22654,36.5432837,-119.3870656
"1405","Denison ",22605,33.8062305,-96.62387757
"1406","Marysville ",22554,39.1457247,-121.5913516
"1407","Prichard ",22531,30.7387998,-88.0788889
"1408","Hopewell ",22506,37.287745,-77.29442569
"1409","McDonough ",22442,40.4376858,-90.6780272
"1410","Kerrville ",22415,30.0474332,-99.1403189
"1411","Hialeah Gardens ",22391,25.8906705,-80.36417286
"1412","Newberg ",22387,45.300596,-122.9725418
"1413","Gallup ",22371,35.5283573,-108.7439489
"1414","Columbus ",22370,39.9622601,-83.0007065
"1415","Crystal ",22357,45.0375868,-93.3593224
"1416","Pascagoula ",22326,30.3622625,-88.54864836
"1417","Willoughby ",22318,38.0131955,-78.4955676
"1418","Hamtramck ",22303,42.3928151,-83.0496438
"1419","Daphne ",22296,30.6035255,-87.9036047
"1420","Hudson ",22265,40.7322695,-74.07663
"1421","Plainview ",22262,34.1847936,-101.7068417
"1422","Brookings ",22244,44.3114605,-96.7984397
"1423","Oak Harbor ",22237,48.2931559,-122.6432245
"1424","Rosemount ",22220,44.7391873,-93.12611
"1425","Darien ",22209,41.0787079,-73.4692873
"1426","Bloomingdale village",22185,43.5095128,-80.4624378
"1427","Alliance ",22184,40.9153362,-81.1059309
"1428","South Elgin village",22138,41.985228,-88.3070479
"1429","South Euclid ",22124,41.5231076,-81.5184553
"1430","Sebastian ",22067,35.1770785,-94.2654285
"1431","North Plainfield borough",22063,40.6301025,-74.4273743
"1432","Brownsburg ",22045,39.8433769,-86.3977736
"1433","Ruston ",22044,32.5232053,-92.637927
"1434","Park Forest village",22022,40.8043195,-77.911844
"1435","Charleston ",21940,32.7876012,-79.9402728
"1436","Millbrae ",21873,37.5985468,-122.3871942
"1437","Clarksville ",21865,38.2967791,-85.7602087
"1438","Chillicothe ",21855,39.3331197,-82.9824019
"1439","Port Hueneme ",21750,34.1593425,-119.2025505
"1440","Pelham ",21745,42.734534,-71.3245067
"1441","North Augusta ",21706,33.5018026,-81.9651153
"1442","Lumberton ",21705,34.6183433,-79.0083993
"1443","Wadsworth ",21695,41.0256101,-81.7298519
"1444","New Brighton ",21694,45.0628999,-93.2060969
"1445","Kinston ",21667,35.2626635,-77.5816353
"1446","Ashland ",21665,38.4784144,-82.6379387
"1447","Prairie Village ",21654,38.9914109,-94.6332768
"1448","Summit ",21637,39.6070951,-106.0636654
"1449","Benbrook ",21619,32.673188,-97.4605759
"1450","Del City ",21582,35.442007,-97.4408709
"1451","Avon ",21576,39.6329025,-106.4711837
"1452","Forest Grove ",21569,45.5197452,-123.1114405
"1453","Bixby ",21521,35.9420431,-95.8833235
"1454","Cibolo ",21516,29.561618,-98.2269553
"1455","Auburn Hills ",21510,42.6647495,-83.23093751
"1456","Jacksonville Beach ",21509,30.2946859,-81.3931396
"1457","Duarte ",21480,34.1394513,-117.9772873
"1458","Farmington ",21472,36.7304288,-108.2089191
"1459","Sunny Isles Beach ",21458,25.939003,-80.12553377
"1460","Crestview ",21439,30.7621326,-86.5705084
"1461","Marquette ",21412,46.5434914,-87.396433
"1462","South Lake Tahoe ",21377,38.929125,-119.9878464
"1463","East Moline ",21374,41.5008673,-90.4442979
"1464","Sedalia ",21365,38.7044609,-93.2282613
"1465","Biddeford ",21307,43.4925843,-70.4533844
"1466","South Milwaukee ",21185,42.9105722,-87.8606367
"1467","Christiansburg ",21179,37.1298517,-80.4089389
"1468","Ferguson ",21159,38.7442175,-90.3053915
"1469","Klamath Falls ",21137,42.224867,-121.7816704
"1470","East Ridge ",21130,35.0142412,-85.2519003
"1471","Waynesboro ",21094,38.065698,-78.90552129
"1472","Sachse ",21087,32.9762327,-96.5952703
"1473","Adrian ",21064,41.8975471,-84.0371659
"1474","Lockport ",21028,43.1706125,-78.6903133
"1475","Perrysburg ",20984,41.556996,-83.627157
"1476","Kenmore ",20960,47.7573202,-122.2440148
"1477","Yucca Valley ",20952,34.14154,-116.4136543
"1478","Moses Lake ",20929,47.1301417,-119.2780771
"1479","Oakdale ",20910,44.9630216,-92.9649361
"1480","Crest Hill ",20865,41.5697655,-88.10681127
"1481","Sanford ",20844,35.4798757,-79.1802994
"1482","Havelock ",20842,34.9018815,-76.92093747
"1483","Farragut ",20822,35.8845238,-84.1535261
"1484","Greenfield ",20801,42.5877962,-72.6006199
"1485","Haines City ",20800,28.1124785,-81.63119745
"1486","Hays ",20788,38.8791783,-99.3267702
"1487","Liberal ",20782,37.0430812,-100.920999
"1488","Johns ",20755,33.361779,-87.1097179
"1489","Acworth ",20746,34.0659329,-84.6768796
"1490","Edgewater ",20740,40.8270448,-73.975694
"1491","Cumberland ",20720,39.2744299,-88.2423795
"1492","Clinton ",20690,38.5896187,-89.420064
"1493","Monroe ",20618,38.2722313,-90.1792484
"1494","Leesburg ",20591,39.1026092,-77.55901065
"1495","Piqua ",20581,40.1447732,-84.2424449
"1496","Golden Valley ",20580,46.3040364,-109.1714312
"1497","Northfield ",20579,44.4582041,-93.161159
"1498","New Hope ",20569,45.0380201,-93.3866185
"1499","Parma Heights ",20557,41.3900518,-81.7595769
"1500","Selma ",20533,32.4073589,-87.0211007
"1501","Lino Lakes ",20530,45.1602442,-93.0888324
"1502","Ashland ",20529,38.4784144,-82.6379387
"1503","Agoura Hills ",20523,34.1363945,-118.7745348
"1504","Sweetwater ",20523,32.4709519,-100.4059384
"1505","Shelbyville ",20505,38.2120144,-85.2235666
"1506","Pleasantville ",20459,41.1328736,-73.7926335
"1507","Kiryas Joel village",20437,41.3157842,-74.1362891
"1508","Mountain Brook ",20432,33.5009384,-86.7522107
"1509","Eagle ",20432,39.6161124,-106.7172844
"1510","Mukilteo ",20426,47.9474034,-122.3036992
"1511","Lomita ",20420,33.7924421,-118.3144385
"1512","Milwaukie ",20391,45.4453901,-122.6392889
"1513","Saginaw ",20385,43.4200387,-83.9490365
"1514","South St. Paul ",20365,44.8938832,-93.0368359
"1515","Sulphur ",20336,30.2365943,-93.3773783
"1516","Chambersburg borough",20336,39.9405903,-77.6598624
"1517","Oregon ",20330,43.9792797,-120.737257
"1518","Sapulpa ",20329,36.0005035,-96.1049612
"1519","Ashland ",20314,38.4784144,-82.6379387
"1520","West Mifflin borough",20307,40.3634026,-79.8664375
"1521","Pittsburg ",20273,38.0187757,-121.8850836
"1522","South El Monte ",20263,34.0519548,-118.0467339
"1523","Kalispell ",20257,48.2022563,-114.3167117
"1524","Shelby ",20253,39.3665064,-88.7886278
"1525","Blythe ",20250,33.5602861,-114.9120725
"1526","Corinth ",20235,34.943392,-88.51732382
"1527","Gardner ",20198,42.5750883,-71.998133
"1528","Miamisburg ",20177,39.6428362,-84.2866083
"1529","Trussville ",20117,33.6196266,-86.6084342
"1530","Easley ",20097,34.8269276,-82.5817053
"1531","Rocky River ",20078,41.4756031,-81.8393034
"1532","Papillion ",20061,41.1544433,-96.0422378
"1533","Hammond ",20057,41.5833658,-87.500043
"1534","Union City ",20036,37.5963232,-122.0816297
"1535","Ferndale ",20008,40.5762406,-124.2639442
"1536","Mountlake Terrace ",20004,47.7909667,-122.3066395
"1537","Washington ",19974,38.8949549,-77.0366456
"1538","Gardner ",19952,42.5750883,-71.998133
"1539","Pooler ",19934,32.1158983,-81.2495131
"1540","Marina ",19920,36.6900785,-121.8006397
"1541","Carrboro ",19916,35.9101438,-79.0752895
"1542","Evergreen Park village",19908,45.9702308,-92.9499272
"1543","Madisonville ",19886,37.3280037,-87.4986989
"1544","American Canyon ",19874,38.223457,-122.227043
"1545","Palisades Park borough",19831,40.8481556,-73.997639
"1546","Pleasant Prairie village",19825,42.5383281,-87.8576253
"1547","Altus ",19809,34.6381255,-99.3339754
"1548","Plattsburgh ",19807,44.6928101,-73.4555973
"1549","Baldwin borough",19794,33.0508354,-83.2398518
"1550","Cartersville ",19775,34.180725,-84.75290814
"1551","Ypsilanti ",19752,42.2411499,-83.6129939
"1552","German village",19723,39.9497281,-82.9953145
"1553","Fort Walton Beach ",19713,30.4057552,-86.618842
"1554","McKeesport ",19713,40.3478472,-79.864215
"1555","Rolla ",19707,37.9513575,-91.771792
"1556","Arvin ",19699,35.209129,-118.828431
"1557","Golden ",19643,39.755543,-105.2210997
"1558","Weirton ",19637,40.4189566,-80.5895167
"1559","Willmar ",19633,45.1219075,-95.0433424
"1560","Decatur ",19631,39.8628075,-88.89387182
"1561","Hermosa Beach ",19625,33.86428,-118.39591
"1562","Painesville ",19600,41.7244885,-81.245657
"1563","West St. Paul ",19590,44.9160768,-93.1016074
"1564","Elmwood Park borough",19586,41.9205931,-87.8160169
"1565","Wilsonville ",19585,45.3099218,-122.7681602
"1566","Columbia Heights ",19551,45.0460458,-93.2517802
"1567","Morrisville ",19545,35.823483,-78.8255621
"1568","Jacksonville ",19452,30.3321838,-81.655651
"1569","Central Falls ",19445,41.8906553,-71.3922785
"1570","Nixa ",19399,37.0433863,-93.294353
"1571","Tukwila ",19381,47.4627356,-122.2559156
"1572","Homewood village",19380,38.5147358,-95.3788661
"1573","Raymore ",19361,38.801953,-94.4527294
"1574","Lake Forest ",19352,42.2586342,-87.840625
"1575","Cortland ",19334,42.5842136,-76.0704906
"1576","Broadview Heights ",19313,41.3139426,-81.6851271
"1577","Farmington ",19311,36.7304288,-108.2089191
"1578","Alice ",19273,27.7522487,-98.0697249
"1579","DeBary ",19267,28.878972,-81.32257382
"1580","Warrensburg ",19267,38.7627893,-93.7360498
"1581","Windsor ",19237,42.3032758,-83.0285111
"1582","Macomb ",19232,40.4588774,-90.6709794
"1583","Bethany ",19224,38.0984033,-85.8721856
"1584","Ansonia ",19201,41.3435185,-73.07101961
"1585","Fernley ",19177,39.5483805,-119.2144685
"1586","Sugar Hill ",19176,44.215341,-71.7995321
"1587","Niles ",19167,42.0289319,-87.8122348
"1588","Coralville ",19164,41.6764044,-91.5804475
"1589","Fuquay-Varina ",19146,35.5843235,-78.8000128
"1590","Newton ",19144,42.3370414,-71.2092214
"1591","Brownwood ",19142,31.733789,-98.98583773
"1592","Bellwood village",19119,36.134891,-79.8063459
"1593","Shelbyville ",19110,38.2120144,-85.2235666
"1594","Norwood ",19105,45.0696839,-89.04196248
"1595","Port Angeles ",19097,48.118146,-123.4307413
"1596","Matteson village",19087,41.9411599,-85.1905307
"1597","Evans ",19072,32.1613648,-81.8980725
"1598","Converse ",19072,43.0202459,-105.5046207
"1599","Brook Park ",19071,41.3983838,-81.8045788
"1600","Saratoga Springs ",19043,43.0831301,-73.7845651
"1601","Mayfield Heights ",19039,41.5192189,-81.457896
"1602","Brookfield village",19016,40.00684365,-83.16311091
"1603","Ashtabula ",19011,41.7167229,-80.74947
"1604","Montrose ",19010,38.478504,-107.8777769
"1605","Marshfield ",18997,44.6688524,-90.1717987
"1606","Lexington ",18968,38.0464066,-84.4970393
"1607","Sand Springs ",18958,36.1398102,-96.1088911
